State,EventDate,Duration,Shape
NY,2002-10-20,34.0,cylinder
WA,2002-10-19,38.0,unknown
AB,2002-10-19,27.0,egg
LA,2002-10-19,38.0,unknown
OR,2002-10-19,22.0,sphere
CA,2002-10-19,39.0,disk
IA,2002-10-19,35.0,triangle
IN,2002-10-18,12.0,unknown
AK,2002-10-18,15.0,disk
OH,2002-10-17,38.0,circle
WA,2002-10-17,4.0,unknown
CA,2002-10-17,37.0,light
WA,2002-10-17,39.0,light
MA,2002-10-17,30.0,light
TX,2002-10-16,34.0,unknown
GA,2002-10-16,42.0,diamond
NV,2002-10-16,3.0,egg
FL,2002-10-16,8.0,light
CO,2002-10-16,39.0,unknown
OR,2002-10-16,6.0,light
TX,2002-10-16,37.0,light
NM,2002-10-16,10.0,light
OH,2002-10-16,42.0,triangle
GA,2002-10-16,17.0,unknown
UT,2002-10-16,16.0,formation
IN,2002-10-16,18.0,flash
MA,2002-10-16,40.0,oval
ME,2002-10-16,45.0,cigar
WA,2002-10-16,10.0,cigar
UT,2002-10-15,49.0,sphere
GA,2002-10-15,18.0,light
CA,2002-10-15,41.0,triangle
PA,2002-10-15,16.0,light
NT,2002-10-15,12.0,chevron
OK,2002-10-15,28.0,light
MT,2002-10-15,12.0,chevron
WA,2002-10-15,34.0,sphere
WY,2002-10-15,28.0,unknown
CA,2002-10-15,43.0,cigar
CA,2002-10-15,3.0,cigar
WA,2002-10-15,6.0,rectangle
MI,2002-10-15,2.0,fireball
CA,2002-10-15,40.0,unknown
CT,2002-10-15,28.0,unknown
WA,2002-10-15,30.0,sphere
MO,2002-10-15,16.0,triangle
CA,2002-10-15,32.0,triangle
ON,2002-10-14,25.0,light
PA,2002-10-14,15.0,circle
VT,2002-10-14,7.0,cone
UT,2002-10-14,46.0,circle
CA,2002-10-14,41.0,unknown
NV,2002-10-14,17.0,unknown
CA,2002-10-14,25.0,unknown
WA,2002-10-14,5.0,disk
NV,2002-10-14,11.0,sphere
CA,2002-10-14,38.0,light
CA,2002-10-14,35.0,fireball
OR,2002-10-14,13.0,chevron
OR,2002-10-14,6.0,light
CA,2002-10-14,24.0,fireball
UT,2002-10-14,4.0,fireball
CA,2002-10-14,14.0,changing
CA,2002-10-14,8.0,fireball
CA,2002-10-14,13.0,fireball
OR,2002-10-14,48.0,fireball
CA,2002-10-14,42.0,light
CA,2002-10-14,35.0,light
WA,2002-10-14,20.0,unknown
CA,2002-10-14,20.0,fireball
CA,2002-10-14,32.0,circle
CA,2002-10-14,19.0,circle
CA,2002-10-14,35.0,unknown
OR,2002-10-14,40.0,unknown
WA,2002-10-14,49.0,light
ON,2002-10-14,33.0,unknown
CO,2002-10-14,11.0,disk
NV,2002-10-14,47.0,light
UT,2002-10-14,11.0,triangle
MN,2002-10-14,12.0,triangle
NJ,2002-10-13,3.0,triangle
WA,2002-10-13,42.0,changing
GA,2002-10-13,8.0,light
NC,2002-10-13,25.0,disk
CA,2002-10-13,33.0,cylinder
IL,2002-10-13,33.0,fireball
FL,2002-10-13,23.0,triangle
IN,2002-10-13,14.0,light
BC,2002-10-12,31.0,triangle
TX,2002-10-12,29.0,triangle
FL,2002-10-12,48.0,light
TX,2002-10-12,49.0,triangle
ID,2002-10-12,46.0,light
WA,2002-10-12,29.0,disk
AZ,2002-10-12,46.0,formation
NJ,2002-10-12,7.0,light
CA,2002-10-12,36.0,unknown
TX,2002-10-12,19.0,circle
CA,2002-10-12,28.0,disk
WA,2002-10-12,11.0,light
TX,2002-10-11,26.0,fireball
MA,2002-10-11,46.0,cylinder
NV,2002-10-11,11.0,sphere
MO,2002-10-11,23.0,fireball
MS,2002-10-10,42.0,light
OR,2002-10-10,19.0,circle
OH,2002-10-10,22.0,unknown
BC,2002-10-10,26.0,unknown
WA,2002-10-10,35.0,sphere
OR,2002-10-10,5.0,unknown
WI,2002-10-10,10.0,flash
FL,2002-10-09,12.0,unknown
CO,2002-10-09,24.0,chevron
MB,2002-10-09,30.0,light
BC,2002-10-09,27.0,circle
IL,2002-10-09,43.0,chevron
CA,2002-10-09,2.0,circle
PA,2002-10-08,11.0,oval
PA,2002-10-08,3.0,fireball
CA,2002-10-08,48.0,light
CA,2002-10-07,49.0,sphere
FL,2002-10-07,6.0,disk
OR,2002-10-07,36.0,triangle
WA,2002-10-07,30.0,unknown
PA,2002-10-07,21.0,triangle
NM,2002-10-07,36.0,fireball
CO,2002-10-07,13.0,unknown
NY,2002-10-07,49.0,light
NJ,2002-10-07,5.0,sphere
AR,2002-10-07,47.0,diamond
CO,2002-10-07,17.0,fireball
CA,2002-10-07,11.0,unknown
IL,2002-10-07,41.0,fireball
FL,2002-10-06,40.0,light
MN,2002-10-06,40.0,light
NC,2002-10-06,6.0,light
CO,2002-10-06,49.0,fireball
WY,2002-10-06,7.0,circle
UT,2002-10-06,47.0,fireball
IL,2002-10-06,6.0,oval
NV,2002-10-06,36.0,teardrop
CO,2002-10-06,3.0,cigar
NM,2002-10-06,12.0,disk
NJ,2002-10-06,3.0,cross
AZ,2002-10-06,8.0,unknown
NY,2002-10-06,7.0,disk
NY,2002-10-06,28.0,light
NY,2002-10-06,41.0,light
CA,2002-10-05,40.0,light
ON,2002-10-05,6.0,light
MI,2002-10-05,22.0,fireball
CA,2002-10-05,31.0,formation
CA,2002-10-05,25.0,fireball
NM,2002-10-05,15.0,disk
IL,2002-10-05,23.0,triangle
TN,2002-10-05,25.0,disk
TX,2002-10-05,31.0,cylinder
MN,2002-10-05,34.0,cross
NM,2002-10-05,20.0,unknown
WA,2002-10-05,18.0,fireball
TX,2002-10-05,28.0,light
CA,2002-10-05,41.0,light
IL,2002-10-05,19.0,light
AZ,2002-10-04,26.0,triangle
CO,2002-10-04,45.0,unknown
CO,2002-10-04,12.0,rectangle
PA,2002-10-04,47.0,light
CA,2002-10-04,47.0,triangle
TX,2002-10-04,16.0,formation
NE,2002-10-04,16.0,cigar
CA,2002-10-04,40.0,circle
MO,2002-10-04,18.0,oval
TX,2002-10-04,35.0,diamond
CO,2002-10-04,1.0,flash
CA,2002-10-03,43.0,disk
MS,2002-10-03,4.0,disk
GA,2002-10-03,8.0,light
NC,2002-10-03,35.0,oval
YK,2002-10-02,3.0,unknown
NM,2002-10-02,42.0,egg
CT,2002-10-02,35.0,egg
NY,2002-10-01,24.0,changing
MN,2002-10-01,12.0,light
UT,2002-10-01,43.0,unknown
WA,2002-10-01,18.0,unknown
CA,2002-10-01,29.0,unknown
NY,2002-10-01,34.0,light
NY,2002-10-01,8.0,egg
FL,2002-10-01,33.0,unknown
WA,2002-10-01,15.0,fireball
NM,2002-10-01,12.0,fireball
ID,2002-10-01,49.0,teardrop
AZ,2002-10-01,7.0,unknown
MD,2002-10-01,12.0,cigar
NM,2002-10-01,24.0,egg
NY,2002-10-01,49.0,cigar
WI,2002-10-01,14.0,light
PA,2002-10-01,34.0,light
WA,2002-10-01,39.0,light
WA,2002-10-01,31.0,unknown
WA,2002-10-01,40.0,fireball
WA,2002-10-01,28.0,unknown
WA,2002-10-01,17.0,teardrop
WA,2002-10-01,20.0,unknown
CO,2002-10-01,9.0,triangle
WA,2002-10-01,39.0,circle
WA,2002-10-01,47.0,fireball
WA,2002-10-01,44.0,unknown
WA,2002-10-01,38.0,sphere
CA,2002-10-01,17.0,oval
NE,2002-10-01,33.0,teardrop
VA,2002-10-01,28.0,circle
OH,2002-08-31,22.0,unknown
NJ,2002-08-31,27.0,disk
OR,2002-08-31,5.0,changing
KY,2002-08-31,19.0,unknown
MI,2002-08-31,33.0,light
WA,2002-08-31,20.0,light
CA,2002-08-31,2.0,cigar
IA,2002-08-31,20.0,light
MI,2002-08-31,19.0,unknown
CA,2002-08-31,43.0,sphere
CA,2002-08-31,25.0,triangle
OH,2002-08-30,45.0,circle
AK,2002-08-30,33.0,unknown
ND,2002-08-30,32.0,triangle
ON,2002-08-30,1.0,light
NY,2002-08-30,7.0,circle
MA,2002-08-30,37.0,unknown
ME,2002-08-30,19.0,unknown
DE,2002-08-30,35.0,triangle
IL,2002-08-30,3.0,unknown
LA,2002-08-30,23.0,triangle
PQ,2002-08-30,22.0,circle
PA,2002-08-30,3.0,oval
OR,2002-08-29,26.0,triangle
AB,2002-08-29,10.0,cigar
CA,2002-08-29,31.0,unknown
CO,2002-08-29,18.0,disk
AR,2002-08-28,4.0,light
AR,2002-08-28,44.0,circle
WA,2002-08-28,46.0,unknown
CA,2002-08-28,5.0,rectangle
WA,2002-08-28,14.0,sphere
BC,2002-08-28,40.0,triangle
OR,2002-08-28,42.0,light
WA,2002-08-28,35.0,light
OR,2002-08-28,11.0,light
GA,2002-08-28,2.0,sphere
TX,2002-08-28,36.0,changing
WA,2002-08-28,40.0,fireball
WA,2002-08-28,5.0,unknown
ON,2002-08-27,1.0,triangle
FL,2002-08-27,7.0,formation
NM,2002-08-27,18.0,light
CA,2002-08-27,30.0,light
PQ,2002-08-27,41.0,sphere
FL,2002-08-27,6.0,light
FL,2002-08-27,21.0,triangle
ON,2002-08-26,25.0,changing
OR,2002-08-26,12.0,triangle
HI,2002-08-26,15.0,light
IL,2002-08-26,22.0,teardrop
MB,2002-08-26,21.0,changing
ON,2002-08-25,36.0,unknown
TX,2002-08-25,7.0,disk
TX,2002-08-25,10.0,circle
CA,2002-08-25,24.0,egg
AZ,2002-08-25,38.0,circle
ID,2002-08-25,47.0,unknown
BC,2002-08-25,27.0,unknown
BC,2002-08-24,26.0,disk
OR,2002-08-24,36.0,flash
ON,2002-08-24,9.0,light
CA,2002-08-24,32.0,unknown
WA,2002-08-24,31.0,unknown
IL,2002-08-24,33.0,circle
PA,2002-08-24,17.0,disk
TX,2002-08-24,27.0,disk
GA,2002-08-24,36.0,disk
TN,2002-08-24,22.0,circle
FL,2002-08-24,23.0,circle
IN,2002-08-24,34.0,circle
FL,2002-08-24,15.0,light
WA,2002-08-23,6.0,light
AZ,2002-08-23,26.0,light
AZ,2002-08-23,15.0,oval
TX,2002-08-23,23.0,unknown
NM,2002-08-23,38.0,flash
MD,2002-08-23,35.0,oval
KY,2002-08-23,11.0,light
WA,2002-08-23,27.0,unknown
NY,2002-08-22,16.0,egg
NJ,2002-08-22,36.0,triangle
TX,2002-08-22,2.0,flash
IL,2002-08-22,44.0,light
ON,2002-08-22,19.0,light
CA,2002-08-22,32.0,changing
NM,2002-08-22,7.0,unknown
NM,2002-08-22,13.0,unknown
FL,2002-08-22,17.0,light
HI,2002-08-22,2.0,light
CO,2002-08-22,9.0,triangle
NY,2002-08-22,9.0,diamond
WA,2002-08-22,41.0,unknown
CT,2002-08-22,40.0,light
IL,2002-08-22,14.0,unknown
IL,2002-08-22,4.0,unknown
OK,2002-08-22,49.0,changing
WI,2002-08-22,3.0,disk
IL,2002-08-21,49.0,chevron
SC,2002-08-21,3.0,light
SD,2002-08-21,39.0,light
IL,2002-08-21,2.0,chevron
MI,2002-08-21,19.0,light
NS,2002-08-21,1.0,triangle
NY,2002-08-21,38.0,disk
MA,2002-08-21,31.0,cigar
TN,2002-08-21,23.0,triangle
WI,2002-08-21,16.0,triangle
WA,2002-08-21,4.0,unknown
BC,2002-08-21,13.0,triangle
IL,2002-08-21,48.0,changing
TN,2002-08-20,28.0,light
MT,2002-08-20,29.0,unknown
NC,2002-08-20,22.0,light
ME,2002-08-20,7.0,fireball
TX,2002-08-20,14.0,oval
KS,2002-08-20,30.0,light
MI,2002-08-20,25.0,disk
IN,2002-08-20,21.0,unknown
KY,2002-08-20,2.0,unknown
OH,2002-08-20,2.0,triangle
ON,2002-08-20,22.0,rectangle
MB,2002-08-20,43.0,fireball
IL,2002-08-20,21.0,triangle
ID,2002-08-19,35.0,light
AR,2002-08-19,46.0,unknown
ME,2002-08-19,34.0,flash
MN,2002-08-19,16.0,cigar
MI,2002-08-19,38.0,unknown
IL,2002-08-19,6.0,unknown
NC,2002-08-19,40.0,rectangle
FL,2002-08-19,29.0,unknown
FL,2002-08-18,33.0,disk
ON,2002-08-18,38.0,light
MI,2002-08-18,33.0,fireball
SC,2002-08-18,25.0,light
KS,2002-08-18,26.0,oval
GA,2002-08-18,16.0,unknown
TX,2002-08-18,11.0,oval
MI,2002-08-18,24.0,disk
CO,2002-08-18,30.0,light
FL,2002-08-18,1.0,oval
NS,2002-08-18,39.0,unknown
CA,2002-08-18,32.0,cigar
NS,2002-08-18,26.0,triangle
NC,2002-08-17,44.0,formation
UT,2002-08-17,1.0,disk
OK,2002-08-17,48.0,rectangle
PA,2002-08-17,40.0,cylinder
MA,2002-08-17,10.0,light
OH,2002-08-17,5.0,sphere
BC,2002-08-17,40.0,unknown
AZ,2002-08-17,49.0,unknown
UT,2002-08-17,24.0,fireball
PA,2002-08-16,36.0,light
IN,2002-08-16,17.0,light
TX,2002-08-16,45.0,sphere
NC,2002-08-16,8.0,light
SC,2002-08-16,46.0,oval
OR,2002-08-16,35.0,light
ME,2002-08-16,36.0,light
OH,2002-08-16,45.0,cylinder
CA,2002-08-16,21.0,triangle
WA,2002-08-16,38.0,light
TN,2002-08-15,37.0,light
KY,2002-08-15,27.0,disk
IL,2002-08-15,9.0,oval
CA,2002-08-15,35.0,light
MI,2002-08-15,37.0,unknown
IN,2002-08-15,6.0,fireball
TX,2002-08-15,46.0,light
VA,2002-08-15,19.0,light
CA,2002-08-15,49.0,light
NY,2002-08-15,36.0,circle
PA,2002-08-15,31.0,light
IN,2002-08-15,41.0,sphere
PA,2002-08-15,15.0,sphere
IN,2002-08-15,5.0,oval
WA,2002-08-15,10.0,rectangle
MO,2002-08-15,48.0,sphere
WA,2002-08-15,3.0,flash
OR,2002-08-15,46.0,unknown
OK,2002-08-15,15.0,unknown
CA,2002-08-15,32.0,unknown
NH,2002-08-15,13.0,light
MD,2002-08-15,26.0,fireball
AZ,2002-08-15,29.0,light
WA,2002-08-15,6.0,circle
NY,2002-08-14,17.0,triangle
ME,2002-08-14,5.0,circle
ME,2002-08-14,6.0,circle
NJ,2002-08-14,25.0,cigar
CA,2002-08-14,46.0,unknown
TN,2002-08-14,30.0,unknown
WA,2002-08-14,10.0,oval
KS,2002-08-14,16.0,circle
FL,2002-08-14,15.0,light
OR,2002-08-13,17.0,light
NC,2002-08-13,34.0,light
NY,2002-08-13,15.0,light
IN,2002-08-13,11.0,oval
NY,2002-08-13,10.0,light
MD,2002-08-13,31.0,rectangle
PQ,2002-08-13,35.0,sphere
PA,2002-08-13,38.0,changing
CT,2002-08-13,41.0,light
WA,2002-08-13,16.0,light
NM,2002-08-13,37.0,unknown
AZ,2002-08-13,37.0,unknown
MD,2002-08-13,36.0,fireball
CA,2002-08-13,24.0,cylinder
MN,2002-08-13,47.0,disk
WA,2002-08-13,43.0,light
BC,2002-08-13,45.0,triangle
OR,2002-08-13,35.0,chevron
CA,2002-08-13,32.0,circle
CO,2002-08-12,33.0,cylinder
BC,2002-08-12,11.0,unknown
BC,2002-08-12,3.0,circle
UT,2002-08-12,7.0,unknown
MI,2002-08-12,27.0,disk
MA,2002-08-12,16.0,light
ON,2002-08-12,49.0,unknown
NY,2002-08-12,9.0,triangle
TX,2002-08-12,25.0,triangle
PA,2002-08-12,21.0,light
WA,2002-08-12,15.0,disk
CO,2002-08-12,34.0,disk
CA,2002-08-12,18.0,oval
MA,2002-08-12,23.0,triangle
OR,2002-08-12,15.0,formation
WA,2002-08-12,44.0,unknown
WA,2002-08-12,41.0,light
CA,2002-08-12,37.0,unknown
WA,2002-08-11,19.0,light
WA,2002-08-11,15.0,light
WA,2002-08-11,36.0,unknown
CA,2002-08-11,44.0,triangle
PQ,2002-08-11,32.0,triangle
ON,2002-08-11,17.0,light
CA,2002-08-11,44.0,light
WI,2002-08-11,26.0,unknown
CT,2002-08-11,9.0,sphere
LA,2002-08-11,34.0,sphere
MI,2002-08-11,13.0,disk
NM,2002-08-11,49.0,circle
NY,2002-08-11,6.0,changing
ON,2002-08-11,43.0,chevron
FL,2002-08-11,47.0,disk
NY,2002-08-11,12.0,light
IA,2002-08-11,38.0,light
CA,2002-08-10,38.0,diamond
ME,2002-08-10,14.0,sphere
PA,2002-08-10,40.0,light
PA,2002-08-10,19.0,circle
OR,2002-08-10,1.0,unknown
OH,2002-08-10,16.0,oval
ID,2002-08-10,16.0,unknown
MN,2002-08-10,29.0,formation
MI,2002-08-10,14.0,changing
NY,2002-08-10,34.0,fireball
NY,2002-08-10,22.0,light
NJ,2002-08-10,41.0,light
WA,2002-08-10,14.0,light
MI,2002-08-10,11.0,fireball
NJ,2002-08-10,17.0,light
CA,2002-08-10,29.0,rectangle
CA,2002-08-10,14.0,disk
UT,2002-08-10,3.0,light
CO,2002-08-10,20.0,cylinder
PQ,2002-08-10,46.0,light
CA,2002-08-10,30.0,cylinder
FL,2002-08-10,26.0,circle
TX,2002-08-10,6.0,egg
NY,2002-08-10,23.0,disk
MA,2002-08-10,5.0,unknown
MI,2002-08-10,8.0,fireball
PA,2002-08-10,11.0,fireball
IN,2002-08-10,18.0,light
OH,2002-08-10,48.0,triangle
TX,2002-08-10,32.0,disk
NY,2002-08-10,6.0,disk
CA,2002-08-10,6.0,unknown
MO,2002-08-10,22.0,circle
MO,2002-08-10,20.0,unknown
CA,2002-08-10,39.0,light
BC,2002-08-09,21.0,light
AZ,2002-08-09,2.0,triangle
CO,2002-08-09,15.0,light
WA,2002-08-09,18.0,light
WA,2002-08-09,31.0,cigar
ON,2002-08-09,20.0,triangle
TN,2002-08-09,35.0,light
NV,2002-08-09,14.0,unknown
NJ,2002-08-09,28.0,diamond
PA,2002-08-09,26.0,light
MA,2002-08-09,20.0,oval
WA,2002-08-09,22.0,diamond
CA,2002-08-09,36.0,flash
TX,2002-08-09,36.0,fireball
MI,2002-08-08,19.0,unknown
SC,2002-08-08,41.0,unknown
OH,2002-08-08,13.0,sphere
AZ,2002-08-08,8.0,triangle
WA,2002-08-08,21.0,disk
NJ,2002-08-08,14.0,flash
MA,2002-08-08,46.0,sphere
VT,2002-08-08,33.0,cylinder
NJ,2002-08-08,8.0,circle
WA,2002-08-07,8.0,disk
TN,2002-08-07,22.0,triangle
IL,2002-08-07,12.0,unknown
VA,2002-08-07,42.0,unknown
WA,2002-08-07,35.0,light
CO,2002-08-07,30.0,light
CA,2002-08-07,45.0,light
VA,2002-08-07,22.0,light
TX,2002-08-07,32.0,changing
WA,2002-08-07,1.0,unknown
TX,2002-08-07,10.0,unknown
KY,2002-08-07,37.0,unknown
ON,2002-08-06,12.0,light
ON,2002-08-06,2.0,light
BC,2002-08-06,48.0,disk
AZ,2002-08-06,36.0,light
MI,2002-08-06,42.0,light
CA,2002-08-06,21.0,changing
MD,2002-08-06,18.0,light
CA,2002-08-06,46.0,light
NJ,2002-08-06,39.0,light
MD,2002-08-06,32.0,triangle
TX,2002-08-06,9.0,circle
MB,2002-08-06,40.0,disk
ME,2002-08-06,5.0,teardrop
MB,2002-08-06,15.0,light
MD,2002-08-06,26.0,unknown
IN,2002-08-05,38.0,triangle
ON,2002-08-05,15.0,unknown
CA,2002-08-05,36.0,flash
BC,2002-08-05,3.0,triangle
OH,2002-08-05,40.0,cylinder
NC,2002-08-05,24.0,sphere
GA,2002-08-05,23.0,circle
MN,2002-08-05,37.0,unknown
WA,2002-08-04,25.0,unknown
BC,2002-08-04,3.0,sphere
TX,2002-08-04,14.0,light
NC,2002-08-04,47.0,formation
ON,2002-08-04,42.0,formation
CA,2002-08-04,16.0,sphere
HI,2002-08-04,42.0,disk
PA,2002-08-04,44.0,disk
PA,2002-08-04,21.0,circle
PA,2002-08-04,48.0,unknown
PA,2002-08-04,13.0,disk
CO,2002-08-04,18.0,light
ME,2002-08-04,32.0,unknown
NH,2002-08-04,45.0,unknown
AB,2002-08-04,9.0,disk
NE,2002-08-03,1.0,light
OR,2002-08-03,34.0,circle
IL,2002-08-03,16.0,light
OR,2002-08-03,44.0,light
CA,2002-08-03,29.0,unknown
MD,2002-08-03,23.0,unknown
MD,2002-08-03,3.0,light
MI,2002-08-03,29.0,light
ON,2002-08-03,38.0,circle
CO,2002-08-03,36.0,triangle
CA,2002-08-03,29.0,formation
OR,2002-08-03,41.0,light
ON,2002-08-03,31.0,light
NV,2002-08-02,34.0,unknown
WI,2002-08-02,24.0,disk
OK,2002-08-02,42.0,light
ON,2002-08-02,2.0,light
NC,2002-08-02,40.0,triangle
CA,2002-08-02,41.0,unknown
WA,2002-08-02,22.0,light
NV,2002-08-02,42.0,unknown
AL,2002-08-02,30.0,triangle
OR,2002-08-02,26.0,unknown
WI,2002-08-02,29.0,triangle
ON,2002-08-02,40.0,oval
WA,2002-08-02,28.0,egg
OH,2002-08-02,20.0,diamond
MS,2002-08-01,5.0,unknown
OH,2002-08-01,49.0,sphere
UT,2002-08-01,33.0,cigar
CA,2002-08-01,13.0,triangle
BC,2002-08-01,39.0,cylinder
NE,2002-08-01,13.0,rectangle
TX,2002-08-01,7.0,teardrop
TN,2002-08-01,18.0,circle
CA,2002-08-01,10.0,disk
IN,2002-08-01,3.0,oval
DC,2002-08-01,38.0,cylinder
KY,2002-08-01,41.0,flash
OH,2002-08-01,40.0,circle
MS,2002-08-01,43.0,triangle
FL,2003-02-28,35.0,flash
CT,2003-02-28,48.0,unknown
AK,2003-02-27,16.0,light
FL,2003-02-27,1.0,changing
OH,2003-02-27,21.0,circle
CA,2003-02-27,42.0,fireball
NH,2003-02-27,17.0,oval
BC,2003-02-27,13.0,light
IN,2003-02-27,8.0,unknown
WA,2003-02-26,1.0,chevron
CT,2003-02-26,4.0,light
CA,2003-02-26,42.0,fireball
CA,2003-02-25,38.0,light
WA,2003-02-25,21.0,chevron
WI,2003-02-25,33.0,unknown
WA,2003-02-25,46.0,unknown
ID,2003-02-24,14.0,light
FL,2003-02-24,4.0,unknown
WI,2003-02-24,45.0,flash
CA,2003-02-24,36.0,fireball
WA,2003-02-24,43.0,unknown
WA,2003-02-24,40.0,disk
LA,2003-02-24,25.0,triangle
FL,2003-02-24,7.0,light
NY,2003-02-23,2.0,light
WA,2003-02-23,42.0,unknown
NY,2003-02-23,30.0,circle
WA,2003-02-23,4.0,formation
WA,2003-02-23,21.0,changing
TX,2003-02-23,17.0,circle
GA,2003-02-23,20.0,circle
WI,2003-02-23,8.0,unknown
OR,2003-02-22,40.0,unknown
BC,2003-02-22,32.0,disk
BC,2003-02-22,15.0,disk
AZ,2003-02-22,3.0,unknown
BC,2003-02-22,48.0,disk
SC,2003-02-22,18.0,unknown
NV,2003-02-22,36.0,disk
MD,2003-02-22,13.0,changing
NV,2003-02-22,38.0,disk
OR,2003-02-21,1.0,unknown
PE,2003-02-21,23.0,changing
CA,2003-02-21,42.0,circle
PE,2003-02-20,10.0,light
AZ,2003-02-20,38.0,unknown
UT,2003-02-20,20.0,fireball
NY,2003-02-20,36.0,light
GA,2003-02-20,21.0,disk
KY,2003-02-20,36.0,circle
CA,2003-02-20,9.0,flash
AZ,2003-02-20,21.0,fireball
CA,2003-02-20,43.0,oval
CA,2003-02-20,24.0,circle
IL,2003-02-20,3.0,unknown
BC,2003-02-20,14.0,circle
MO,2003-02-19,39.0,unknown
NE,2003-02-19,10.0,triangle
NC,2003-02-19,3.0,fireball
BC,2003-02-19,45.0,sphere
CA,2003-02-18,6.0,unknown
MT,2003-02-18,35.0,cross
CA,2003-02-17,13.0,unknown
CA,2003-02-17,37.0,fireball
FL,2003-02-17,12.0,light
CA,2003-02-17,44.0,light
IL,2003-02-17,44.0,light
MA,2003-02-17,34.0,oval
UT,2003-02-17,42.0,fireball
WA,2003-02-16,45.0,diamond
CA,2003-02-16,40.0,unknown
CA,2003-02-16,8.0,unknown
ID,2003-02-16,5.0,fireball
MI,2003-02-16,47.0,circle
CA,2003-02-16,39.0,sphere
NB,2003-02-16,21.0,light
WA,2003-02-16,39.0,fireball
CA,2003-02-16,37.0,unknown
OR,2003-02-16,30.0,unknown
CA,2003-02-16,3.0,fireball
CA,2003-02-16,6.0,fireball
CA,2003-02-16,15.0,fireball
FL,2003-02-16,4.0,triangle
CA,2003-02-16,46.0,formation
NS,2003-02-16,38.0,unknown
MD,2003-02-16,10.0,disk
ON,2003-02-16,1.0,oval
NJ,2003-02-16,31.0,unknown
FL,2003-02-16,16.0,cylinder
CT,2003-02-16,8.0,triangle
FL,2003-02-15,36.0,unknown
TX,2003-02-15,18.0,light
TX,2003-02-15,41.0,fireball
WI,2003-02-15,20.0,disk
TX,2003-02-15,47.0,disk
PA,2003-02-15,49.0,light
AZ,2003-02-15,2.0,sphere
NY,2003-02-15,6.0,unknown
FL,2003-02-15,4.0,oval
WV,2003-02-15,9.0,cigar
FL,2003-02-15,22.0,light
BC,2003-02-15,46.0,sphere
VA,2003-02-15,17.0,flash
MN,2003-02-15,2.0,light
CA,2003-02-15,49.0,fireball
FL,2003-02-14,6.0,oval
FL,2003-02-14,42.0,fireball
MD,2003-02-14,36.0,cigar
CA,2003-02-14,1.0,light
NC,2003-02-14,24.0,egg
NY,2003-02-13,20.0,light
ME,2003-02-13,23.0,sphere
MI,2003-02-13,14.0,light
SC,2003-02-13,26.0,unknown
AK,2003-02-13,29.0,changing
AL,2003-02-13,36.0,unknown
WA,2003-02-13,4.0,triangle
SC,2003-02-13,22.0,chevron
BC,2003-02-12,8.0,light
UT,2003-02-12,31.0,fireball
AZ,2003-02-12,3.0,oval
NE,2003-02-12,39.0,light
BC,2003-02-12,22.0,triangle
NE,2003-02-12,45.0,light
WA,2003-02-12,18.0,cylinder
PA,2003-02-12,18.0,unknown
SD,2003-02-12,22.0,triangle
AB,2003-02-12,35.0,disk
OH,2003-02-12,22.0,light
MD,2003-02-11,17.0,circle
DE,2003-02-11,25.0,fireball
MA,2003-02-11,39.0,rectangle
BC,2003-02-11,28.0,light
IL,2003-02-11,17.0,unknown
NY,2003-02-11,39.0,egg
WA,2003-02-11,19.0,unknown
IN,2003-02-11,4.0,unknown
BC,2003-02-10,5.0,circle
FL,2003-02-10,16.0,cylinder
OR,2003-02-10,21.0,sphere
ID,2003-02-10,2.0,light
WA,2003-02-10,22.0,unknown
ID,2003-02-09,22.0,light
OR,2003-02-09,49.0,fireball
CT,2003-02-09,23.0,circle
MI,2003-02-09,11.0,triangle
BC,2003-02-09,6.0,circle
CA,2003-02-09,3.0,sphere
CA,2003-02-09,25.0,circle
AZ,2003-02-09,18.0,sphere
TX,2003-02-09,32.0,light
NH,2003-02-09,38.0,unknown
NB,2003-02-09,49.0,circle
CA,2003-02-09,44.0,light
NJ,2003-02-08,19.0,triangle
CA,2003-02-08,6.0,fireball
ID,2003-02-08,35.0,unknown
CA,2003-02-08,4.0,disk
WI,2003-02-08,31.0,disk
IL,2003-02-08,16.0,triangle
KY,2003-02-07,11.0,fireball
IN,2003-02-07,47.0,light
WA,2003-02-07,31.0,oval
CA,2003-02-07,40.0,sphere
CA,2003-02-07,18.0,light
KY,2003-02-07,13.0,fireball
OH,2003-02-06,23.0,light
CA,2003-02-06,17.0,light
FL,2003-02-06,12.0,teardrop
OR,2003-02-06,5.0,sphere
NY,2003-02-06,23.0,changing
CT,2003-02-05,28.0,unknown
AZ,2003-02-05,43.0,light
CA,2003-02-05,33.0,circle
NC,2003-02-05,45.0,changing
CA,2003-02-04,45.0,circle
CO,2003-02-04,19.0,cross
CA,2003-02-04,15.0,cigar
MT,2003-02-04,25.0,changing
WA,2003-02-04,26.0,light
BC,2003-02-04,32.0,cylinder
CA,2003-02-04,26.0,unknown
GA,2003-02-04,19.0,unknown
CA,2003-02-03,16.0,unknown
BC,2003-02-03,16.0,triangle
PA,2003-02-03,26.0,egg
FL,2003-02-03,24.0,disk
FL,2003-02-03,35.0,disk
BC,2003-02-03,29.0,oval
MN,2003-02-03,6.0,light
FL,2003-02-02,31.0,oval
AL,2003-02-02,32.0,egg
ON,2003-02-02,37.0,light
