State,EventDate,Duration,Shape
CO,2013-03-18,30.0,light
PA,2013-03-18,44.0,light
OR,2013-03-17,27.0,formation
FL,2013-03-17,3.0,light
CO,2013-03-17,6.0,light
TX,2013-03-17,41.0,changing
OK,2013-03-17,35.0,unknown
AL,2013-03-17,12.0,triangle
NS,2013-03-17,11.0,fireball
RI,2013-03-17,9.0,unknown
CA,2013-03-17,21.0,sphere
WA,2013-03-17,13.0,oval
MN,2013-03-16,34.0,oval
AK,2013-03-16,32.0,circle
AK,2013-03-16,26.0,triangle
FL,2013-03-16,40.0,diamond
AR,2013-03-16,21.0,light
NC,2013-03-16,14.0,unknown
GA,2013-03-16,45.0,cigar
FL,2013-03-16,32.0,circle
NY,2013-03-16,36.0,triangle
ON,2013-03-16,41.0,circle
TX,2013-03-16,8.0,fireball
DC,2013-03-16,43.0,circle
WI,2013-03-16,2.0,light
TN,2013-03-16,43.0,triangle
AK,2013-03-16,12.0,light
MD,2013-03-16,29.0,disk
MA,2013-03-15,19.0,circle
ON,2013-03-15,23.0,fireball
ME,2013-03-15,38.0,cylinder
AZ,2013-03-15,40.0,light
UT,2013-03-15,28.0,oval
OR,2013-03-15,34.0,sphere
TN,2013-03-15,30.0,sphere
FL,2013-03-15,38.0,sphere
AL,2013-03-15,15.0,fireball
PA,2013-03-15,21.0,circle
GA,2013-03-15,19.0,egg
WV,2013-03-15,21.0,light
CA,2013-03-15,32.0,cigar
TN,2013-03-15,8.0,sphere
AL,2013-03-15,27.0,triangle
HI,2013-03-15,23.0,flash
CA,2013-03-15,10.0,fireball
IA,2013-03-14,18.0,fireball
WI,2013-03-14,49.0,sphere
CA,2013-03-14,1.0,light
CA,2013-03-14,21.0,changing
AZ,2013-03-14,19.0,sphere
UT,2013-03-14,27.0,oval
TX,2013-03-14,36.0,oval
CT,2013-03-14,4.0,cylinder
SC,2013-03-14,23.0,light
KY,2013-03-14,38.0,triangle
NM,2013-03-14,21.0,unknown
NM,2013-03-13,40.0,formation
PA,2013-03-13,4.0,unknown
CA,2013-03-13,49.0,circle
IL,2013-03-13,32.0,circle
CA,2013-03-13,8.0,oval
CT,2013-03-13,40.0,unknown
CA,2013-03-13,29.0,teardrop
CA,2013-03-13,36.0,sphere
AZ,2013-03-13,17.0,circle
LA,2013-03-13,14.0,triangle
SC,2013-03-12,43.0,light
TX,2013-03-12,14.0,fireball
FL,2013-03-12,16.0,changing
FL,2013-03-12,3.0,unknown
PA,2013-03-12,39.0,triangle
MS,2013-03-12,22.0,oval
WA,2013-03-12,27.0,light
FL,2013-03-11,39.0,unknown
CA,2013-03-11,21.0,light
AZ,2013-03-11,27.0,light
AL,2013-03-11,48.0,fireball
AZ,2013-03-11,21.0,sphere
HI,2013-03-11,27.0,fireball
GA,2013-03-10,12.0,circle
TX,2013-03-10,7.0,egg
OH,2013-03-10,30.0,light
OR,2013-03-10,10.0,triangle
CA,2013-03-10,33.0,disk
CA,2013-03-10,6.0,formation
NB,2013-03-10,14.0,flash
CA,2013-03-10,34.0,fireball
NY,2013-03-10,40.0,triangle
MA,2013-03-10,29.0,cigar
WA,2013-03-10,23.0,fireball
PA,2013-03-09,42.0,formation
CA,2013-03-09,48.0,fireball
CA,2013-03-09,31.0,circle
NC,2013-03-09,2.0,unknown
CA,2013-03-09,28.0,oval
OR,2013-03-09,1.0,triangle
CA,2013-03-09,43.0,cylinder
CA,2013-03-09,48.0,fireball
ID,2013-03-09,7.0,cross
PA,2013-03-09,21.0,rectangle
OR,2013-03-09,30.0,fireball
AL,2013-03-09,37.0,diamond
OH,2013-03-09,16.0,formation
CA,2013-03-09,47.0,disk
AZ,2013-03-09,4.0,triangle
WV,2013-03-09,11.0,chevron
RI,2013-03-09,9.0,unknown
NY,2013-03-09,35.0,light
VA,2013-03-09,47.0,formation
OH,2013-03-09,6.0,rectangle
VA,2013-03-09,48.0,triangle
CT,2013-03-09,6.0,light
ID,2013-03-09,47.0,light
ID,2013-03-09,28.0,light
WA,2013-03-09,20.0,fireball
OH,2013-03-09,39.0,triangle
OH,2013-03-09,14.0,sphere
LA,2013-03-09,20.0,fireball
CA,2013-03-08,19.0,fireball
ID,2013-03-08,34.0,unknown
OR,2013-03-08,22.0,changing
FL,2013-03-08,6.0,fireball
OH,2013-03-08,28.0,fireball
OH,2013-03-08,39.0,formation
WA,2013-03-08,38.0,formation
IL,2013-03-08,26.0,fireball
NM,2013-03-08,9.0,unknown
WA,2013-03-08,39.0,light
NY,2013-03-08,9.0,light
KY,2013-03-08,16.0,light
KS,2013-03-07,6.0,fireball
WA,2013-03-07,21.0,circle
CA,2013-03-07,9.0,oval
CO,2013-03-07,49.0,light
SC,2013-03-07,18.0,triangle
AL,2013-03-07,9.0,cigar
GA,2013-03-07,37.0,sphere
CO,2013-03-07,35.0,circle
WA,2013-03-07,34.0,flash
OH,2013-03-07,24.0,light
NY,2013-03-06,19.0,rectangle
OR,2013-03-06,19.0,unknown
FL,2013-03-06,7.0,light
CO,2013-03-06,46.0,fireball
TX,2013-03-06,25.0,diamond
GA,2013-03-06,30.0,unknown
ON,2013-03-05,16.0,light
NV,2013-03-05,1.0,light
NY,2013-03-05,30.0,unknown
IL,2013-03-05,21.0,triangle
IL,2013-03-05,1.0,triangle
NJ,2013-03-05,49.0,circle
CA,2013-03-05,31.0,light
AB,2013-03-05,32.0,rectangle
ON,2013-03-05,18.0,light
NV,2013-03-05,6.0,cone
MA,2013-03-04,38.0,circle
LA,2013-03-04,31.0,light
TX,2013-03-04,20.0,sphere
MA,2013-03-04,4.0,circle
MT,2013-03-04,31.0,unknown
IN,2013-03-04,44.0,egg
UT,2013-03-03,22.0,triangle
AZ,2013-03-03,17.0,fireball
CA,2013-03-03,29.0,sphere
CA,2013-03-03,37.0,unknown
RI,2013-03-03,30.0,fireball
MA,2013-03-03,2.0,light
IL,2013-03-03,42.0,formation
CA,2013-03-03,12.0,diamond
OR,2013-03-03,3.0,unknown
OR,2013-03-03,49.0,unknown
CA,2013-03-03,45.0,light
AK,2013-03-03,16.0,circle
MA,2013-03-03,49.0,cylinder
VA,2013-03-03,41.0,unknown
DE,2013-03-02,41.0,circle
WA,2013-03-02,23.0,fireball
CA,2013-03-02,46.0,fireball
IL,2013-03-02,48.0,light
IL,2013-03-02,42.0,circle
FL,2013-03-02,5.0,light
FL,2013-03-02,9.0,fireball
CA,2013-03-02,10.0,unknown
MA,2013-03-02,14.0,chevron
CA,2013-03-02,20.0,fireball
OH,2013-03-02,1.0,fireball
CO,2013-03-02,47.0,oval
CO,2013-03-02,40.0,oval
KS,2013-03-02,28.0,light
MN,2013-03-02,35.0,unknown
MA,2013-03-02,28.0,unknown
MN,2013-03-02,43.0,light
MS,2013-03-02,41.0,circle
AZ,2013-03-01,34.0,circle
AZ,2013-03-01,4.0,unknown
WV,2013-03-01,24.0,triangle
OH,2013-03-01,21.0,sphere
VA,2013-03-01,42.0,fireball
BC,2013-03-01,36.0,formation
CA,2013-03-01,18.0,triangle
AK,2013-03-01,25.0,circle
TX,2013-03-01,12.0,unknown
TX,2013-03-01,26.0,triangle
TX,2013-03-01,22.0,flash
TX,2013-03-01,13.0,fireball
FL,2013-03-01,44.0,triangle
TX,2013-03-01,37.0,light
NS,2013-03-01,11.0,light
VA,2013-03-01,27.0,circle
OR,2013-03-01,38.0,circle
SK,2013-03-01,27.0,oval
TX,2013-03-01,20.0,disk
NJ,2013-04-30,29.0,triangle
NJ,2013-04-30,49.0,triangle
TX,2013-04-30,41.0,formation
MO,2013-04-30,23.0,triangle
WA,2013-04-30,29.0,unknown
CA,2013-04-30,40.0,cigar
MN,2013-04-30,21.0,triangle
IL,2013-04-30,16.0,circle
ID,2013-04-29,36.0,light
KS,2013-04-29,25.0,cross
CA,2013-04-29,2.0,light
MS,2013-04-29,35.0,circle
FL,2013-04-29,45.0,fireball
TX,2013-04-29,45.0,fireball
NM,2013-04-29,36.0,light
MN,2013-04-29,7.0,cigar
CA,2013-04-29,23.0,unknown
CA,2013-04-29,34.0,circle
CA,2013-04-29,33.0,circle
IA,2013-04-28,39.0,light
NB,2013-04-28,39.0,light
FL,2013-04-28,12.0,unknown
NM,2013-04-28,9.0,light
IN,2013-04-28,6.0,sphere
OR,2013-04-28,21.0,light
FL,2013-04-28,43.0,fireball
NM,2013-04-28,17.0,light
TN,2013-04-28,31.0,triangle
NJ,2013-04-28,24.0,light
FL,2013-04-28,27.0,light
AZ,2013-04-28,41.0,circle
MD,2013-04-28,15.0,sphere
CA,2013-04-28,35.0,light
NM,2013-04-28,39.0,light
AZ,2013-04-27,6.0,fireball
ID,2013-04-27,37.0,triangle
FL,2013-04-27,47.0,light
MN,2013-04-27,32.0,unknown
CT,2013-04-27,15.0,light
CT,2013-04-27,12.0,light
CA,2013-04-27,19.0,unknown
PA,2013-04-27,35.0,circle
NJ,2013-04-27,25.0,formation
NJ,2013-04-27,16.0,light
VA,2013-04-27,10.0,fireball
OK,2013-04-27,45.0,triangle
ON,2013-04-27,45.0,fireball
IL,2013-04-27,42.0,fireball
IN,2013-04-27,8.0,sphere
WA,2013-04-27,27.0,fireball
CA,2013-04-27,39.0,oval
PA,2013-04-27,10.0,circle
FL,2013-04-27,25.0,light
AL,2013-04-27,23.0,unknown
FL,2013-04-27,12.0,triangle
NC,2013-04-27,48.0,light
NJ,2013-04-27,48.0,light
TX,2013-04-27,9.0,disk
WA,2013-04-27,19.0,circle
SC,2013-04-27,18.0,circle
TX,2013-04-27,14.0,light
SC,2013-04-27,6.0,light
OR,2013-04-27,48.0,sphere
WA,2013-04-26,33.0,light
WA,2013-04-26,34.0,sphere
AL,2013-04-26,34.0,unknown
AL,2013-04-26,33.0,light
TX,2013-04-26,44.0,rectangle
ID,2013-04-26,3.0,triangle
UT,2013-04-26,49.0,light
MN,2013-04-26,30.0,formation
OH,2013-04-26,7.0,fireball
VA,2013-04-26,10.0,triangle
PA,2013-04-26,16.0,light
OR,2013-04-26,27.0,circle
SC,2013-04-26,38.0,light
FL,2013-04-26,33.0,diamond
MN,2013-04-26,8.0,circle
MA,2013-04-26,13.0,circle
AZ,2013-04-26,37.0,light
AL,2013-04-26,48.0,light
OR,2013-04-26,24.0,light
OR,2013-04-26,1.0,circle
CA,2013-04-26,45.0,diamond
QC,2013-04-26,42.0,circle
MA,2013-04-26,35.0,triangle
CO,2013-04-25,33.0,cylinder
AZ,2013-04-25,14.0,circle
CA,2013-04-25,41.0,circle
WA,2013-04-25,36.0,sphere
FL,2013-04-25,26.0,fireball
AZ,2013-04-25,27.0,changing
NJ,2013-04-25,27.0,sphere
ID,2013-04-25,35.0,fireball
TN,2013-04-25,35.0,circle
ME,2013-04-25,48.0,triangle
AR,2013-04-25,9.0,circle
SC,2013-04-25,8.0,triangle
AL,2013-04-25,41.0,flash
NM,2013-04-25,2.0,rectangle
IN,2013-04-25,4.0,light
OH,2013-04-25,31.0,light
WI,2013-04-25,42.0,sphere
IA,2013-04-25,35.0,circle
OK,2013-04-24,3.0,light
NC,2013-04-24,23.0,circle
MO,2013-04-24,35.0,light
NC,2013-04-24,41.0,light
KS,2013-04-24,1.0,triangle
OR,2013-04-24,30.0,unknown
AR,2013-04-24,22.0,unknown
OR,2013-04-24,24.0,light
AZ,2013-04-24,41.0,triangle
PA,2013-04-24,9.0,unknown
WA,2013-04-24,30.0,formation
KS,2013-04-24,33.0,fireball
NJ,2013-04-24,22.0,circle
WA,2013-04-24,15.0,light
NY,2013-04-23,30.0,triangle
NC,2013-04-23,37.0,triangle
VA,2013-04-23,27.0,sphere
TN,2013-04-23,43.0,circle
KY,2013-04-23,12.0,triangle
FL,2013-04-23,29.0,fireball
MI,2013-04-23,31.0,triangle
NE,2013-04-23,3.0,light
LA,2013-04-22,24.0,diamond
MI,2013-04-22,35.0,unknown
HI,2013-04-22,46.0,light
OR,2013-04-22,34.0,light
IL,2013-04-22,36.0,formation
TN,2013-04-22,28.0,diamond
AB,2013-04-22,46.0,circle
CA,2013-04-22,8.0,cigar
AZ,2013-04-22,8.0,fireball
ME,2013-04-22,24.0,triangle
OR,2013-04-22,30.0,cigar
AZ,2013-04-22,28.0,sphere
ON,2013-04-22,17.0,circle
CO,2013-04-22,47.0,disk
WV,2013-04-21,43.0,light
NJ,2013-04-21,38.0,circle
CA,2013-04-21,49.0,circle
MA,2013-04-21,4.0,formation
MI,2013-04-21,16.0,oval
MN,2013-04-21,42.0,rectangle
NY,2013-04-21,46.0,light
MA,2013-04-21,21.0,fireball
HI,2013-04-21,38.0,light
HI,2013-04-21,30.0,light
MI,2013-04-21,32.0,oval
NM,2013-04-21,9.0,light
MA,2013-04-21,28.0,diamond
AZ,2013-04-21,30.0,triangle
MA,2013-04-21,34.0,light
LA,2013-04-21,20.0,changing
CA,2013-04-21,42.0,light
CT,2013-04-21,23.0,unknown
CA,2013-04-21,16.0,oval
NM,2013-04-21,13.0,fireball
TN,2013-04-21,5.0,unknown
AZ,2013-04-20,9.0,cone
MI,2013-04-20,49.0,fireball
NH,2013-04-20,20.0,sphere
MD,2013-04-20,23.0,fireball
OR,2013-04-20,34.0,light
CA,2013-04-20,11.0,light
IL,2013-04-20,49.0,light
IL,2013-04-20,22.0,triangle
OH,2013-04-20,43.0,changing
CA,2013-04-20,11.0,sphere
CA,2013-04-20,39.0,sphere
CA,2013-04-20,15.0,unknown
IN,2013-04-20,25.0,oval
NY,2013-04-20,18.0,disk
IA,2013-04-20,31.0,light
UT,2013-04-20,37.0,formation
CA,2013-04-19,44.0,light
BC,2013-04-19,39.0,unknown
TX,2013-04-19,19.0,sphere
NH,2013-04-19,49.0,unknown
ME,2013-04-19,39.0,unknown
CA,2013-04-19,10.0,triangle
KY,2013-04-19,41.0,light
OK,2013-04-19,3.0,circle
IL,2013-04-18,42.0,oval
WI,2013-04-18,24.0,unknown
AZ,2013-04-18,44.0,circle
RI,2013-04-18,25.0,diamond
AZ,2013-04-18,16.0,unknown
AZ,2013-04-18,41.0,fireball
IL,2013-04-17,48.0,triangle
VA,2013-04-17,37.0,light
NJ,2013-04-17,45.0,circle
PA,2013-04-17,19.0,circle
VA,2013-04-17,17.0,circle
NJ,2013-04-17,38.0,diamond
CA,2013-04-17,2.0,unknown
MN,2013-04-16,1.0,circle
MT,2013-04-16,16.0,cigar
WA,2013-04-16,45.0,fireball
ID,2013-04-16,47.0,cross
CA,2013-04-16,28.0,circle
CT,2013-04-16,48.0,unknown
CA,2013-04-16,37.0,light
NV,2013-04-16,15.0,light
CT,2013-04-16,3.0,triangle
OH,2013-04-16,23.0,circle
ON,2013-04-16,17.0,unknown
NY,2013-04-16,41.0,changing
MN,2013-04-16,32.0,unknown
IN,2013-04-15,1.0,triangle
MN,2013-04-15,29.0,cylinder
WA,2013-04-15,29.0,fireball
NS,2013-04-15,19.0,sphere
SC,2013-04-15,45.0,diamond
NC,2013-04-15,16.0,light
NC,2013-04-15,12.0,disk
WV,2013-04-15,19.0,triangle
NM,2013-04-15,5.0,light
KY,2013-04-15,20.0,sphere
OH,2013-04-15,22.0,sphere
OH,2013-04-15,20.0,sphere
NY,2013-04-14,43.0,circle
MI,2013-04-14,25.0,sphere
BC,2013-04-14,7.0,light
TX,2013-04-14,24.0,cylinder
CO,2013-04-14,48.0,unknown
OH,2013-04-14,29.0,formation
NY,2013-04-14,35.0,unknown
PA,2013-04-14,19.0,circle
ON,2013-04-14,44.0,unknown
PA,2013-04-14,43.0,sphere
IL,2013-04-14,27.0,light
CA,2013-04-14,35.0,fireball
CT,2013-04-14,26.0,unknown
VA,2013-04-14,39.0,light
IL,2013-04-14,49.0,unknown
PA,2013-04-14,13.0,light
MN,2013-04-13,20.0,fireball
IL,2013-04-13,16.0,unknown
PA,2013-04-13,14.0,formation
FL,2013-04-13,25.0,light
CA,2013-04-13,29.0,fireball
VA,2013-04-13,24.0,unknown
MA,2013-04-13,16.0,fireball
MD,2013-04-13,49.0,light
IN,2013-04-13,43.0,sphere
NM,2013-04-13,42.0,light
TX,2013-04-13,30.0,oval
AR,2013-04-13,29.0,oval
WA,2013-04-13,34.0,light
WI,2013-04-13,47.0,light
VA,2013-04-13,20.0,light
IL,2013-04-13,46.0,fireball
TN,2013-04-13,3.0,unknown
TN,2013-04-13,19.0,changing
NC,2013-04-13,8.0,rectangle
IA,2013-04-13,30.0,light
TX,2013-04-12,2.0,light
CA,2013-04-12,31.0,unknown
CO,2013-04-12,8.0,unknown
OK,2013-04-12,43.0,light
UT,2013-04-12,33.0,chevron
FL,2013-04-12,10.0,oval
CA,2013-04-12,40.0,circle
UT,2013-04-12,14.0,circle
NV,2013-04-12,15.0,triangle
VA,2013-04-12,9.0,light
MA,2013-04-12,7.0,unknown
GA,2013-04-12,15.0,circle
NV,2013-04-12,3.0,fireball
NY,2013-04-11,31.0,light
PA,2013-04-11,39.0,fireball
CA,2013-04-11,42.0,triangle
CO,2013-04-11,25.0,triangle
CA,2013-04-11,18.0,light
CA,2013-04-11,26.0,sphere
OK,2013-04-11,48.0,unknown
CA,2013-04-10,21.0,light
FL,2013-04-10,21.0,circle
WA,2013-04-10,8.0,unknown
MA,2013-04-10,30.0,sphere
VA,2013-04-10,35.0,circle
CA,2013-04-09,7.0,fireball
CA,2013-04-09,32.0,cigar
PA,2013-04-09,29.0,circle
OH,2013-04-09,34.0,rectangle
CA,2013-04-09,31.0,fireball
CA,2013-04-09,26.0,unknown
OH,2013-04-09,28.0,sphere
MO,2013-04-09,20.0,circle
CA,2013-04-09,38.0,sphere
MA,2013-04-09,45.0,circle
KS,2013-04-09,27.0,disk
NC,2013-04-09,36.0,unknown
AB,2013-04-09,36.0,cigar
MA,2013-04-08,10.0,unknown
CA,2013-04-08,19.0,triangle
WA,2013-04-08,41.0,light
TN,2013-04-08,19.0,sphere
MS,2013-04-08,7.0,triangle
TN,2013-04-08,24.0,unknown
WA,2013-04-08,3.0,light
AL,2013-04-08,21.0,light
OH,2013-04-08,44.0,cylinder
IN,2013-04-08,29.0,oval
VA,2013-04-07,6.0,fireball
CA,2013-04-07,37.0,light
FL,2013-04-07,2.0,unknown
MD,2013-04-07,10.0,light
WA,2013-04-07,25.0,fireball
FL,2013-04-07,23.0,light
GA,2013-04-06,32.0,light
SC,2013-04-06,8.0,formation
MA,2013-04-06,17.0,circle
LA,2013-04-06,10.0,fireball
PA,2013-04-06,2.0,formation
ON,2013-04-06,40.0,light
PA,2013-04-06,23.0,formation
IL,2013-04-06,21.0,light
CA,2013-04-06,25.0,triangle
PA,2013-04-06,48.0,circle
VA,2013-04-06,20.0,oval
TX,2013-04-06,14.0,circle
PA,2013-04-06,14.0,oval
TX,2013-04-06,3.0,fireball
VA,2013-04-06,10.0,triangle
CA,2013-04-06,49.0,unknown
ME,2013-04-06,9.0,light
SC,2013-04-06,37.0,light
FL,2013-04-06,24.0,unknown
IN,2013-04-06,10.0,sphere
PA,2013-04-06,6.0,sphere
AZ,2013-04-06,45.0,formation
NM,2013-04-06,37.0,circle
TX,2013-04-06,42.0,diamond
FL,2013-04-06,47.0,circle
TX,2013-04-06,32.0,circle
MN,2013-04-06,23.0,circle
TX,2013-04-05,9.0,fireball
SC,2013-04-05,26.0,circle
WY,2013-04-05,10.0,unknown
PA,2013-04-05,9.0,circle
FL,2013-04-05,49.0,circle
CA,2013-04-05,45.0,triangle
NC,2013-04-05,24.0,light
UT,2013-04-05,6.0,fireball
CA,2013-04-05,26.0,light
MD,2013-04-05,16.0,circle
MD,2013-04-05,8.0,unknown
NV,2013-04-05,48.0,formation
NY,2013-04-04,16.0,unknown
TX,2013-04-04,46.0,unknown
CA,2013-04-04,1.0,light
IN,2013-04-04,1.0,disk
MN,2013-04-04,22.0,triangle
KS,2013-04-04,49.0,formation
WA,2013-04-04,47.0,sphere
NY,2013-04-03,26.0,sphere
OH,2013-04-03,9.0,circle
CA,2013-04-03,12.0,sphere
OR,2013-04-03,47.0,unknown
MA,2013-04-03,12.0,disk
MA,2013-04-03,46.0,triangle
MI,2013-04-03,7.0,triangle
BC,2013-04-03,29.0,triangle
CA,2013-04-02,5.0,light
SC,2013-04-02,5.0,unknown
WI,2013-04-02,10.0,light
AZ,2013-04-02,15.0,oval
FL,2013-04-02,25.0,oval
CA,2013-04-02,10.0,unknown
NC,2013-04-02,23.0,triangle
CA,2013-04-01,48.0,formation
PA,2013-04-01,27.0,light
SC,2013-04-01,14.0,triangle
NY,2013-04-01,40.0,light
KY,2013-04-01,41.0,light
WA,2013-04-01,18.0,light
IN,2013-04-01,3.0,triangle
FL,2013-04-01,17.0,fireball
OR,2013-04-01,15.0,light
CA,2013-04-01,45.0,light
CA,2013-04-01,31.0,formation
CA,2013-04-01,37.0,changing
CA,2013-04-01,7.0,light
CA,2013-04-01,31.0,formation
NC,2013-04-01,22.0,chevron
CO,2013-04-01,34.0,circle
MA,2013-04-01,40.0,fireball
TX,2013-04-01,35.0,sphere
CA,2012-12-31,46.0,fireball
NV,2012-12-31,14.0,fireball
WA,2012-12-31,6.0,light
MT,2012-12-31,32.0,oval
CA,2012-12-31,32.0,fireball
VA,2012-12-31,37.0,fireball
GA,2012-12-31,3.0,triangle
WA,2012-12-31,10.0,oval
SC,2012-12-31,1.0,fireball
CA,2012-12-31,4.0,light
CA,2012-12-31,40.0,triangle
FL,2012-12-31,1.0,diamond
AZ,2012-12-31,20.0,fireball
FL,2012-12-31,26.0,fireball
HI,2012-12-31,13.0,circle
TX,2012-12-31,12.0,circle
ME,2012-12-31,32.0,fireball
FL,2012-12-31,17.0,formation
ID,2012-12-31,19.0,sphere
CA,2012-12-31,24.0,fireball
VT,2012-12-31,15.0,fireball
LA,2012-12-31,47.0,sphere
OH,2012-12-31,36.0,light
CA,2012-12-31,26.0,light
MT,2012-12-31,45.0,fireball
OR,2012-12-31,36.0,triangle
NV,2012-12-31,27.0,circle
TN,2012-12-31,26.0,sphere
OR,2012-12-31,9.0,light
IN,2012-12-31,47.0,sphere
ID,2012-12-31,5.0,fireball
AZ,2012-12-31,41.0,fireball
OR,2012-12-31,32.0,circle
CT,2012-12-31,8.0,fireball
TX,2012-12-31,38.0,fireball
PA,2012-12-31,9.0,oval
MN,2012-12-31,14.0,sphere
NH,2012-12-31,36.0,light
SC,2012-12-31,45.0,light
WA,2012-12-31,49.0,chevron
CA,2012-12-31,34.0,teardrop
FL,2012-12-31,40.0,light
FL,2012-12-31,31.0,sphere
AZ,2012-12-31,41.0,fireball
FL,2012-12-31,41.0,unknown
ID,2012-12-31,41.0,light
FL,2012-12-31,27.0,sphere
NC,2012-12-31,23.0,formation
WA,2012-12-31,44.0,fireball
FL,2012-12-31,13.0,circle
AZ,2012-12-31,2.0,fireball
FL,2012-12-31,8.0,fireball
CA,2012-12-31,20.0,sphere
ID,2012-12-31,43.0,unknown
KY,2012-12-31,15.0,light
WA,2012-12-31,33.0,unknown
SC,2012-12-31,46.0,triangle
AL,2012-12-31,42.0,changing
IL,2012-12-31,48.0,triangle
MS,2012-12-31,46.0,circle
CA,2012-12-31,13.0,rectangle
HI,2012-12-31,12.0,circle
AZ,2012-12-31,26.0,circle
DC,2012-12-31,1.0,triangle
CA,2012-12-31,38.0,oval
OR,2012-12-31,49.0,oval
CA,2012-12-30,44.0,light
FL,2012-12-30,7.0,fireball
CA,2012-12-30,40.0,light
MD,2012-12-30,8.0,sphere
NM,2012-12-30,8.0,sphere
MD,2012-12-30,44.0,formation
MI,2012-12-30,19.0,changing
CA,2012-12-30,43.0,sphere
ME,2012-12-30,43.0,teardrop
CA,2012-12-30,47.0,unknown
CO,2012-12-30,9.0,circle
VA,2012-12-30,16.0,flash
VT,2012-12-30,16.0,circle
OR,2012-12-30,19.0,circle
NC,2012-12-29,11.0,unknown
MT,2012-12-29,8.0,light
MO,2012-12-29,31.0,fireball
OK,2012-12-29,3.0,circle
LA,2012-12-29,7.0,fireball
NV,2012-12-29,26.0,unknown
NC,2012-12-29,34.0,light
IA,2012-12-29,29.0,sphere
OR,2012-12-29,4.0,unknown
HI,2012-12-29,12.0,formation
FL,2012-12-29,41.0,light
KS,2012-12-29,4.0,light
SC,2012-12-29,11.0,triangle
ON,2012-12-29,16.0,light
CA,2012-12-29,25.0,fireball
WA,2012-12-28,5.0,sphere
FL,2012-12-28,26.0,fireball
CA,2012-12-28,32.0,oval
FL,2012-12-28,39.0,fireball
SC,2012-12-28,46.0,light
AZ,2012-12-28,39.0,sphere
WA,2012-12-28,31.0,light
MD,2012-12-28,31.0,triangle
DE,2012-12-28,33.0,light
DE,2012-12-28,20.0,formation
IL,2012-12-28,29.0,light
AK,2012-12-28,11.0,oval
TX,2012-12-28,26.0,light
MN,2012-12-28,37.0,light
CA,2012-12-28,49.0,teardrop
WA,2012-12-28,36.0,light
WA,2012-12-28,42.0,circle
WA,2012-12-28,31.0,circle
ME,2012-12-28,38.0,unknown
ID,2012-12-28,17.0,circle
OH,2012-12-28,6.0,circle
GA,2012-12-27,12.0,light
FL,2012-12-27,23.0,fireball
WA,2012-12-27,29.0,oval
FL,2012-12-27,47.0,fireball
NC,2012-12-27,43.0,formation
MI,2012-12-27,39.0,light
AL,2012-12-27,27.0,light
NY,2012-12-27,49.0,fireball
FL,2012-12-27,34.0,diamond
NV,2012-12-27,3.0,triangle
CA,2012-12-27,11.0,unknown
DE,2012-12-27,47.0,oval
PA,2012-12-27,40.0,flash
IA,2012-12-27,39.0,unknown
TN,2012-12-26,44.0,unknown
CA,2012-12-26,46.0,rectangle
CA,2012-12-26,34.0,triangle
IL,2012-12-26,43.0,fireball
OR,2012-12-26,14.0,unknown
VT,2012-12-26,32.0,unknown
IA,2012-12-26,20.0,oval
AK,2012-12-26,3.0,triangle
NY,2012-12-26,26.0,disk
WI,2012-12-26,41.0,fireball
ON,2012-12-26,44.0,circle
QC,2012-12-26,48.0,light
ON,2012-12-25,49.0,fireball
UT,2012-12-25,33.0,disk
NY,2012-12-25,34.0,circle
FL,2012-12-25,47.0,sphere
PA,2012-12-25,5.0,oval
FL,2012-12-25,28.0,fireball
MD,2012-12-25,33.0,light
NY,2012-12-25,38.0,formation
ON,2012-12-25,43.0,circle
PA,2012-12-25,13.0,circle
ME,2012-12-25,27.0,fireball
MA,2012-12-25,38.0,light
FL,2012-12-25,6.0,light
NY,2012-12-25,22.0,light
IN,2012-12-25,34.0,unknown
MI,2012-12-25,45.0,sphere
OR,2012-12-25,32.0,oval
MN,2012-12-25,6.0,light
NS,2012-12-25,37.0,light
FL,2012-12-25,38.0,fireball
CA,2012-12-25,47.0,fireball
FL,2012-12-25,26.0,cylinder
VA,2012-12-25,48.0,sphere
VA,2012-12-25,28.0,sphere
VT,2012-12-25,29.0,formation
AK,2012-12-25,37.0,oval
FL,2012-12-25,2.0,fireball
PA,2012-12-25,4.0,disk
FL,2012-12-25,13.0,light
FL,2012-12-25,44.0,light
FL,2012-12-25,30.0,circle
FL,2012-12-24,11.0,fireball
FL,2012-12-24,3.0,fireball
ON,2012-12-24,17.0,light
FL,2012-12-24,1.0,sphere
CA,2012-12-24,40.0,triangle
FL,2012-12-24,14.0,fireball
ON,2012-12-24,24.0,light
CA,2012-12-24,48.0,fireball
CA,2012-12-24,16.0,circle
NV,2012-12-24,13.0,light
ID,2012-12-24,27.0,light
CA,2012-12-24,42.0,unknown
NJ,2012-12-24,37.0,light
MN,2012-12-24,9.0,circle
FL,2012-12-24,20.0,light
OR,2012-12-24,27.0,light
VT,2012-12-24,44.0,circle
MA,2012-12-24,12.0,light
FL,2012-12-24,27.0,fireball
CT,2012-12-24,18.0,fireball
ME,2012-12-24,21.0,light
FL,2012-12-24,46.0,sphere
IL,2012-12-24,28.0,triangle
OR,2012-12-24,13.0,circle
TX,2012-12-24,25.0,unknown
TN,2012-12-24,44.0,unknown
VA,2012-12-23,32.0,triangle
